address,sink,flavor,enclosing_fn,ef_file,ef_line,inner_file,inner_line,outer_file,outer_line,bucket,status,final_file,final_line,method,confidence,reason
0x132e,<tock_cells::optional_cell::OptionalCell<&[tock_cells::volatile_cell::VolatileCell<u8>]>>::unwrap_or_panic,optional_cell_unwrap,"<kernel::kernel::Kernel>::kernel_loop::<nrf52840dk::Platform, nrf52::chip::NRF52<nrf52840::interrupt_service::Nrf52840DefaultPeripherals>, 8>",./chips/nrf52/src/usbd.rs,1628,./chips/nrf52/src/usbd.rs,1628,./kernel/src/kernel.rs,441,annotatable,marked,chips/nrf52/src/usbd.rs,1628,"branch FLUX-* marker at line 1646 (Δ=+18, line-shift from inserted annotations)",medium,marker exists at offset; verify visually
0x1cf4,panic,explicit_panic,"<kernel::kernel::Kernel>::kernel_loop::<nrf52840dk::Platform, nrf52::chip::NRF52<nrf52840::interrupt_service::Nrf52840DefaultPeripherals>, 8>",./chips/nrf52/src/usbd.rs,1460,./chips/nrf52/src/usbd.rs,1460,./kernel/src/kernel.rs,441,annotatable,marked,chips/nrf52/src/usbd.rs,1460,"branch FLUX-* marker at line 1472 (Δ=+12, line-shift from inserted annotations)",medium,marker exists at offset; verify visually
0x1d04,"assert_failed::<Option<nrf52::usbd::BulkInState>, Option<nrf52::usbd::BulkInState>>",assert,"<kernel::kernel::Kernel>::kernel_loop::<nrf52840dk::Platform, nrf52::chip::NRF52<nrf52840::interrupt_service::Nrf52840DefaultPeripherals>, 8>",./chips/nrf52840/src/interrupt_service.rs,44,./chips/nrf52/src/usbd.rs,,./kernel/src/kernel.rs,441,annotatable,marked,chips/nrf52840/src/interrupt_service.rs,44,FLUX-TODO-BLOCKED marker (insertion-point hazard),high,
0x1d20,panic,explicit_panic,"<kernel::kernel::Kernel>::kernel_loop::<nrf52840dk::Platform, nrf52::chip::NRF52<nrf52840::interrupt_service::Nrf52840DefaultPeripherals>, 8>",./chips/nrf52/src/usbd.rs,1556,./chips/nrf52/src/usbd.rs,1556,./kernel/src/kernel.rs,441,annotatable,marked,chips/nrf52/src/usbd.rs,1556,"branch FLUX-* marker at line 1570 (Δ=+14, line-shift from inserted annotations)",medium,marker exists at offset; verify visually
0x1d2a,panic,explicit_panic,"<kernel::kernel::Kernel>::kernel_loop::<nrf52840dk::Platform, nrf52::chip::NRF52<nrf52840::interrupt_service::Nrf52840DefaultPeripherals>, 8>",./chips/nrf52/src/usbd.rs,1587,./chips/nrf52/src/usbd.rs,1587,./kernel/src/kernel.rs,441,annotatable,marked,chips/nrf52/src/usbd.rs,1587,"branch FLUX-* marker at line 1603 (Δ=+16, line-shift from inserted annotations)",medium,marker exists at offset; verify visually
0x1d5e,panic,explicit_panic,"<kernel::kernel::Kernel>::kernel_loop::<nrf52840dk::Platform, nrf52::chip::NRF52<nrf52840::interrupt_service::Nrf52840DefaultPeripherals>, 8>",./chips/nrf52/src/usbd.rs,1858,./chips/nrf52/src/usbd.rs,1858,./kernel/src/kernel.rs,441,annotatable,marked,chips/nrf52/src/usbd.rs,1858,"branch FLUX-* marker at line 1878 (Δ=+20, line-shift from inserted annotations)",medium,marker exists at offset; verify visually
0x1dd2,unwrap_failed,unwrap_option,"<kernel::kernel::Kernel>::kernel_loop::<nrf52840dk::Platform, nrf52::chip::NRF52<nrf52840::interrupt_service::Nrf52840DefaultPeripherals>, 8>",./chips/nrf52/src/adc.rs,495,/rustc/cbfdf0b014cb04982a9cbeec1578001001167f6e/library/core/src/option.rs,978,./kernel/src/kernel.rs,441,annotatable,marked,chips/nrf52/src/adc.rs,495,branch FLUX-* marker within ±6 lines of effective_frame,high,
0x1e10,panic_bounds_check,bounds,"<kernel::kernel::Kernel>::kernel_loop::<nrf52840dk::Platform, nrf52::chip::NRF52<nrf52840::interrupt_service::Nrf52840DefaultPeripherals>, 8>",./chips/nrf5x/src/aes.rs,379,./chips/nrf5x/src/aes.rs,379,./kernel/src/kernel.rs,441,annotatable,marked,chips/nrf5x/src/aes.rs,379,no FLUX-* marker found in file within reasonable window,medium,needs new marker
0x1e1a,panic_bounds_check,bounds,"<kernel::kernel::Kernel>::kernel_loop::<nrf52840dk::Platform, nrf52::chip::NRF52<nrf52840::interrupt_service::Nrf52840DefaultPeripherals>, 8>",./chips/nrf5x/src/aes.rs,397,./chips/nrf5x/src/aes.rs,397,./kernel/src/kernel.rs,441,annotatable,marked,chips/nrf5x/src/aes.rs,397,branch FLUX-* marker within ±6 lines of effective_frame,high,
0x1e2a,panic_bounds_check,bounds,"<kernel::kernel::Kernel>::kernel_loop::<nrf52840dk::Platform, nrf52::chip::NRF52<nrf52840::interrupt_service::Nrf52840DefaultPeripherals>, 8>",./chips/nrf52/src/chip.rs,123,./chips/nrf5x/src/aes.rs,,./kernel/src/kernel.rs,441,annotatable,marked,chips/nrf52/src/chip.rs,123,no FLUX-* marker anywhere in file,high,needs new marker
0x1e30,panic_bounds_check,bounds,"<kernel::kernel::Kernel>::kernel_loop::<nrf52840dk::Platform, nrf52::chip::NRF52<nrf52840::interrupt_service::Nrf52840DefaultPeripherals>, 8>",./chips/nrf5x/src/aes.rs,357,./chips/nrf5x/src/aes.rs,357,./kernel/src/kernel.rs,441,annotatable,marked,chips/nrf5x/src/aes.rs,357,no FLUX-* marker found in file within reasonable window,medium,needs new marker
0x1e7e,panic_bounds_check,bounds,"<kernel::kernel::Kernel>::kernel_loop::<nrf52840dk::Platform, nrf52::chip::NRF52<nrf52840::interrupt_service::Nrf52840DefaultPeripherals>, 8>",./chips/nrf5x/src/aes.rs,342,./chips/nrf5x/src/aes.rs,342,./kernel/src/kernel.rs,441,annotatable,marked,chips/nrf5x/src/aes.rs,342,"branch FLUX-* marker at line 350 (Δ=+8, line-shift from inserted annotations)",medium,marker exists at offset; verify visually
0x9068,panic_fmt,explicit_panic,main,./kernel/src/process_standard.rs,1575,/rustc/cbfdf0b014cb04982a9cbeec1578001001167f6e/library/core/src/slice/mod.rs,1952,./boards/nordic/nrf52840dk/src/main.rs,115,annotatable,marked,kernel/src/process_standard.rs,1575,branch FLUX-* marker within ±6 lines of effective_frame,high,
0x58c2,panic_fmt,explicit_panic,<capsules_core::adc::AdcDedicated<nrf52::adc::Adc> as kernel::syscall_driver::SyscallDriver>::allocate_grant,./kernel/src/grant.rs,1421,./kernel/src/grant.rs,1421,./capsules/core/src/adc.rs,1261,annotatable,marked,kernel/src/grant.rs,1421,branch FLUX-* marker within ±6 lines of effective_frame,high,
0x4c42,panic_fmt,explicit_panic,<capsules_core::alarm::AlarmDriver<capsules_core::virtualizers::virtual_alarm::VirtualMuxAlarm<nrf5x::rtc::Rtc>> as kernel::syscall_driver::SyscallDriver>::command,./kernel/src/grant.rs,1421,./kernel/src/grant.rs,1421,./capsules/core/src/alarm.rs,385,annotatable,marked,kernel/src/grant.rs,1421,branch FLUX-* marker within ±6 lines of effective_frame,high,
0x4b24,panic_fmt,explicit_panic,<capsules_core::alarm::AlarmDriver<capsules_core::virtualizers::virtual_alarm::VirtualMuxAlarm<nrf5x::rtc::Rtc>> as kernel::syscall_driver::SyscallDriver>::allocate_grant,./kernel/src/grant.rs,1421,./kernel/src/grant.rs,1421,./capsules/core/src/alarm.rs,515,annotatable,marked,kernel/src/grant.rs,1421,branch FLUX-* marker within ±6 lines of effective_frame,high,
0x7772,panic_fmt,explicit_panic,<capsules_core::button::Button<nrf5x::gpio::GPIOPin> as kernel::syscall_driver::SyscallDriver>::allocate_grant,./kernel/src/grant.rs,1421,./kernel/src/grant.rs,1421,./capsules/core/src/button.rs,222,annotatable,marked,kernel/src/grant.rs,1421,branch FLUX-* marker within ±6 lines of effective_frame,high,
0x1a110,panic_fmt,explicit_panic,<capsules_core::button::Button<nrf5x::gpio::GPIOPin> as kernel::hil::gpio::ClientWithValue>::fired,./kernel/src/grant.rs,1421,./kernel/src/grant.rs,1421,./capsules/core/src/button.rs,233,annotatable,marked,kernel/src/grant.rs,1421,branch FLUX-* marker within ±6 lines of effective_frame,high,
0x9876,panic_fmt,explicit_panic,<capsules_core::console::Console as kernel::syscall_driver::SyscallDriver>::command,./kernel/src/grant.rs,1421,./kernel/src/grant.rs,1421,./capsules/core/src/console.rs,293,annotatable,marked,kernel/src/grant.rs,1421,branch FLUX-* marker within ±6 lines of effective_frame,high,
0x98d6,panic_fmt,explicit_panic,<capsules_core::console::Console as kernel::syscall_driver::SyscallDriver>::allocate_grant,./kernel/src/grant.rs,1421,./kernel/src/grant.rs,1421,./capsules/core/src/console.rs,325,annotatable,marked,kernel/src/grant.rs,1421,branch FLUX-* marker within ±6 lines of effective_frame,high,
0x9c24,panic_fmt,explicit_panic,<capsules_core::console::Console as kernel::hil::uart::ReceiveClient>::received_buffer,./kernel/src/grant.rs,1421,./kernel/src/grant.rs,1421,./capsules/core/src/console.rs,386,annotatable,marked,kernel/src/grant.rs,1421,branch FLUX-* marker within ±6 lines of effective_frame,high,
0x1f664,panic_fmt,explicit_panic,<capsules_core::gpio::GPIO<nrf5x::gpio::GPIOPin> as kernel::hil::gpio::ClientWithValue>::fired,./kernel/src/grant.rs,1421,./kernel/src/grant.rs,1421,./capsules/core/src/gpio.rs,148,annotatable,marked,kernel/src/grant.rs,1421,branch FLUX-* marker within ±6 lines of effective_frame,high,
0x4992,panic_fmt,explicit_panic,<capsules_core::gpio::GPIO<nrf5x::gpio::GPIOPin> as kernel::syscall_driver::SyscallDriver>::allocate_grant,./kernel/src/grant.rs,1421,./kernel/src/grant.rs,1421,./capsules/core/src/gpio.rs,341,annotatable,marked,kernel/src/grant.rs,1421,branch FLUX-* marker within ±6 lines of effective_frame,high,
0x19df0,panic_fmt,explicit_panic,<capsules_core::i2c_master_slave_driver::I2CMasterSlaveDriver<nrf52::i2c::TWI> as kernel::hil::i2c::I2CHwSlaveClient>::read_expected,./kernel/src/grant.rs,1421,./kernel/src/grant.rs,1421,./capsules/core/src/i2c_master_slave_driver.rs,256,annotatable,marked,kernel/src/grant.rs,1421,branch FLUX-* marker within ±6 lines of effective_frame,high,
0x4f6c,panic_fmt,explicit_panic,<capsules_core::i2c_master_slave_driver::I2CMasterSlaveDriver<nrf52::i2c::TWI> as kernel::syscall_driver::SyscallDriver>::allocate_grant,./kernel/src/grant.rs,1421,./kernel/src/grant.rs,1421,./capsules/core/src/i2c_master_slave_driver.rs,515,annotatable,marked,kernel/src/grant.rs,1421,branch FLUX-* marker within ±6 lines of effective_frame,high,
0x1f56a,panic_fmt,explicit_panic,<capsules_core::rng::RngDriver<capsules_core::rng::Entropy32ToRandom<nrf5x::trng::Trng>> as kernel::hil::rng::Client>::randomness_available,./kernel/src/grant.rs,1421,./kernel/src/grant.rs,1421,./capsules/core/src/rng.rs,83,annotatable,marked,kernel/src/grant.rs,1421,branch FLUX-* marker within ±6 lines of effective_frame,high,
0x490c,panic_fmt,explicit_panic,<capsules_core::rng::RngDriver<capsules_core::rng::Entropy32ToRandom<nrf5x::trng::Trng>> as kernel::syscall_driver::SyscallDriver>::command,./kernel/src/grant.rs,1421,./kernel/src/grant.rs,1421,./capsules/core/src/rng.rs,189,annotatable,marked,kernel/src/grant.rs,1421,branch FLUX-* marker within ±6 lines of effective_frame,high,
0x4834,panic_fmt,explicit_panic,<capsules_core::rng::RngDriver<capsules_core::rng::Entropy32ToRandom<nrf5x::trng::Trng>> as kernel::syscall_driver::SyscallDriver>::allocate_grant,./kernel/src/grant.rs,1421,./kernel/src/grant.rs,1421,./capsules/core/src/rng.rs,216,annotatable,marked,kernel/src/grant.rs,1421,branch FLUX-* marker within ±6 lines of effective_frame,high,
0x72f8,panic_fmt,explicit_panic,<capsules_core::spi_controller::Spi<capsules_core::virtualizers::virtual_spi::VirtualSpiMasterDevice<nrf52::spi::SPIM>> as kernel::syscall_driver::SyscallDriver>::allocate_grant,./kernel/src/grant.rs,1421,./kernel/src/grant.rs,1421,./capsules/core/src/spi_controller.rs,400,annotatable,marked,kernel/src/grant.rs,1421,branch FLUX-* marker within ±6 lines of effective_frame,high,
0x19d44,panic_fmt,explicit_panic,<capsules_core::spi_controller::Spi<capsules_core::virtualizers::virtual_spi::VirtualSpiMasterDevice<nrf52::spi::SPIM>> as kernel::hil::spi::SpiMasterClient>::read_write_done,./kernel/src/grant.rs,1421,./kernel/src/grant.rs,1421,./capsules/core/src/spi_controller.rs,412,annotatable,marked,kernel/src/grant.rs,1421,branch FLUX-* marker within ±6 lines of effective_frame,high,
0x7afa,panic_fmt,explicit_panic,<capsules_extra::analog_comparator::AnalogComparator<nrf52::acomp::Comparator> as kernel::syscall_driver::SyscallDriver>::command,./kernel/src/grant.rs,1421,./kernel/src/grant.rs,1421,./capsules/extra/src/analog_comparator.rs,145,annotatable,marked,kernel/src/grant.rs,1421,branch FLUX-* marker within ±6 lines of effective_frame,high,
0x79ae,panic_fmt,explicit_panic,<capsules_extra::analog_comparator::AnalogComparator<nrf52::acomp::Comparator> as kernel::syscall_driver::SyscallDriver>::allocate_grant,./kernel/src/grant.rs,1421,./kernel/src/grant.rs,1421,./capsules/extra/src/analog_comparator.rs,175,annotatable,marked,kernel/src/grant.rs,1421,branch FLUX-* marker within ±6 lines of effective_frame,high,
0x1a7f0,panic_fmt,explicit_panic,<capsules_extra::analog_comparator::AnalogComparator<nrf52::acomp::Comparator> as kernel::hil::analog_comparator::Client>::fired,./kernel/src/grant.rs,1421,./kernel/src/grant.rs,1421,./capsules/extra/src/analog_comparator.rs,184,annotatable,marked,kernel/src/grant.rs,1421,branch FLUX-* marker within ±6 lines of effective_frame,high,
0x16ee2,panic_fmt,explicit_panic,"<capsules_extra::ble_advertising_driver::BLE<nrf52::ble_radio::Radio, capsules_core::virtualizers::virtual_alarm::VirtualMuxAlarm<nrf5x::rtc::Rtc>>>::reset_active_alarm",./kernel/src/grant.rs,1421,./kernel/src/grant.rs,1421,./capsules/extra/src/ble_advertising_driver.rs,384,annotatable,marked,kernel/src/grant.rs,1421,branch FLUX-* marker within ±6 lines of effective_frame,high,
0x1e3a4,panic_fmt,explicit_panic,"<capsules_extra::ble_advertising_driver::BLE<nrf52::ble_radio::Radio, capsules_core::virtualizers::virtual_alarm::VirtualMuxAlarm<nrf5x::rtc::Rtc>> as kernel::hil::time::AlarmClient>::alarm",./kernel/src/grant.rs,1421,./kernel/src/grant.rs,1421,./capsules/extra/src/ble_advertising_driver.rs,425,annotatable,marked,kernel/src/grant.rs,1421,branch FLUX-* marker within ±6 lines of effective_frame,high,
0x1e96e,panic_fmt,explicit_panic,"<capsules_extra::ble_advertising_driver::BLE<nrf52::ble_radio::Radio, capsules_core::virtualizers::virtual_alarm::VirtualMuxAlarm<nrf5x::rtc::Rtc>> as kernel::hil::ble_advertising::RxClient>::receive_event",./kernel/src/grant.rs,1421,./kernel/src/grant.rs,1421,./capsules/extra/src/ble_advertising_driver.rs,485,annotatable,marked,kernel/src/grant.rs,1421,branch FLUX-* marker within ±6 lines of effective_frame,high,
0x1f200,panic_fmt,explicit_panic,"<capsules_extra::ble_advertising_driver::BLE<nrf52::ble_radio::Radio, capsules_core::virtualizers::virtual_alarm::VirtualMuxAlarm<nrf5x::rtc::Rtc>> as kernel::hil::ble_advertising::TxClient>::transmit_event",./kernel/src/grant.rs,1421,./kernel/src/grant.rs,1421,./capsules/extra/src/ble_advertising_driver.rs,560,annotatable,marked,kernel/src/grant.rs,1421,branch FLUX-* marker within ±6 lines of effective_frame,high,
0x60c0,panic_fmt,explicit_panic,"<capsules_extra::ble_advertising_driver::BLE<nrf52::ble_radio::Radio, capsules_core::virtualizers::virtual_alarm::VirtualMuxAlarm<nrf5x::rtc::Rtc>> as kernel::syscall_driver::SyscallDriver>::allocate_grant",./kernel/src/grant.rs,1421,./kernel/src/grant.rs,1421,./capsules/extra/src/ble_advertising_driver.rs,723,annotatable,marked,kernel/src/grant.rs,1421,branch FLUX-* marker within ±6 lines of effective_frame,high,
0x18bd4,panic_fmt,explicit_panic,"<capsules_extra::ieee802154::driver::RadioDriver<capsules_extra::ieee802154::virtual_mac::MacUser<capsules_extra::ieee802154::framer::Framer<capsules_extra::ieee802154::mac::AwakeMac<nrf52840::ieee802154_radio::Radio>, capsules_core::virtualizers::virtual_aes_ccm::VirtualAES128CCM<nrf5x::aes::AesECB>>>>>::get_next_tx_if_idle",./kernel/src/grant.rs,1421,./kernel/src/grant.rs,1421,./capsules/extra/src/ieee802154/driver.rs,426,annotatable,marked,kernel/src/grant.rs,1421,branch FLUX-* marker within ±6 lines of effective_frame,high,
0x63e4,panic_fmt,explicit_panic,"<capsules_extra::ieee802154::driver::RadioDriver<capsules_extra::ieee802154::virtual_mac::MacUser<capsules_extra::ieee802154::framer::Framer<capsules_extra::ieee802154::mac::AwakeMac<nrf52840::ieee802154_radio::Radio>, capsules_core::virtualizers::virtual_aes_ccm::VirtualAES128CCM<nrf5x::aes::AesECB>>>> as kernel::syscall_driver::SyscallDriver>::allocate_grant",./kernel/src/grant.rs,1421,./kernel/src/grant.rs,1421,./capsules/extra/src/ieee802154/driver.rs,975,annotatable,marked,kernel/src/grant.rs,1421,branch FLUX-* marker within ±6 lines of effective_frame,high,
0x1c09a,panic_fmt,explicit_panic,"<capsules_extra::ieee802154::driver::RadioDriver<capsules_extra::ieee802154::virtual_mac::MacUser<capsules_extra::ieee802154::framer::Framer<capsules_extra::ieee802154::mac::AwakeMac<nrf52840::ieee802154_radio::Radio>, capsules_core::virtualizers::virtual_aes_ccm::VirtualAES128CCM<nrf5x::aes::AesECB>>>> as capsules_extra::ieee802154::device::TxClient>::send_done",./kernel/src/grant.rs,1421,./kernel/src/grant.rs,1421,./capsules/extra/src/ieee802154/driver.rs,982,annotatable,marked,kernel/src/grant.rs,1421,branch FLUX-* marker within ±6 lines of effective_frame,high,
0x1bf62,panic_fmt,explicit_panic,"<capsules_extra::ieee802154::driver::RadioDriver<capsules_extra::ieee802154::virtual_mac::MacUser<capsules_extra::ieee802154::framer::Framer<capsules_extra::ieee802154::mac::AwakeMac<nrf52840::ieee802154_radio::Radio>, capsules_core::virtualizers::virtual_aes_ccm::VirtualAES128CCM<nrf5x::aes::AesECB>>>> as capsules_extra::ieee802154::device::RxClient>::receive",./kernel/src/grant.rs,1421,./kernel/src/grant.rs,1421,./capsules/extra/src/ieee802154/driver.rs,1009,annotatable,marked,kernel/src/grant.rs,1421,branch FLUX-* marker within ±6 lines of effective_frame,high,
0x17c74,unwrap_failed,unwrap_option,"<capsules_extra::kv_driver::KVStoreDriver<capsules_extra::virtual_kv::VirtualKVPermissions<capsules_extra::kv_store_permissions::KVStorePermissions<capsules_extra::tickv_kv_store::TicKVKVStore<capsules_extra::tickv::TicKVSystem<capsules_extra::mx25r6435f::MX25R6435F<capsules_core::virtualizers::virtual_spi::VirtualSpiMasterDevice<nrf52::spi::SPIM>, nrf5x::gpio::GPIOPin, capsules_core::virtualizers::virtual_alarm::VirtualMuxAlarm<nrf5x::rtc::Rtc>>, capsules_extra::sip_hash::SipHasher24, 4096>, [u8; 8]>>>>>::run",./kernel/src/grant.rs,1244,/rustc/cbfdf0b014cb04982a9cbeec1578001001167f6e/library/core/src/option.rs,978,./capsules/extra/src/kv_driver.rs,140,annotatable,marked,kernel/src/grant.rs,1244,branch FLUX-* marker within ±6 lines of effective_frame,high,
0x180c2,panic_fmt,explicit_panic,"<capsules_extra::kv_driver::KVStoreDriver<capsules_extra::virtual_kv::VirtualKVPermissions<capsules_extra::kv_store_permissions::KVStorePermissions<capsules_extra::tickv_kv_store::TicKVKVStore<capsules_extra::tickv::TicKVSystem<capsules_extra::mx25r6435f::MX25R6435F<capsules_core::virtualizers::virtual_spi::VirtualSpiMasterDevice<nrf52::spi::SPIM>, nrf5x::gpio::GPIOPin, capsules_core::virtualizers::virtual_alarm::VirtualMuxAlarm<nrf5x::rtc::Rtc>>, capsules_extra::sip_hash::SipHasher24, 4096>, [u8; 8]>>>>>::run",./kernel/src/grant.rs,1421,./kernel/src/grant.rs,1421,./capsules/extra/src/kv_driver.rs,140,annotatable,marked,kernel/src/grant.rs,1421,branch FLUX-* marker within ±6 lines of effective_frame,high,
0x17ba0,panic_fmt,explicit_panic,"<capsules_extra::kv_driver::KVStoreDriver<capsules_extra::virtual_kv::VirtualKVPermissions<capsules_extra::kv_store_permissions::KVStorePermissions<capsules_extra::tickv_kv_store::TicKVKVStore<capsules_extra::tickv::TicKVSystem<capsules_extra::mx25r6435f::MX25R6435F<capsules_core::virtualizers::virtual_spi::VirtualSpiMasterDevice<nrf52::spi::SPIM>, nrf5x::gpio::GPIOPin, capsules_core::virtualizers::virtual_alarm::VirtualMuxAlarm<nrf5x::rtc::Rtc>>, capsules_extra::sip_hash::SipHasher24, 4096>, [u8; 8]>>>>>::check_queue",./kernel/src/grant.rs,1421,./kernel/src/grant.rs,1421,./capsules/extra/src/kv_driver.rs,286,annotatable,marked,kernel/src/grant.rs,1421,branch FLUX-* marker within ±6 lines of effective_frame,high,
0x1f97c,slice_end_index_len_fail,slice_end,"<capsules_extra::kv_driver::KVStoreDriver<capsules_extra::virtual_kv::VirtualKVPermissions<capsules_extra::kv_store_permissions::KVStorePermissions<capsules_extra::tickv_kv_store::TicKVKVStore<capsules_extra::tickv::TicKVSystem<capsules_extra::mx25r6435f::MX25R6435F<capsules_core::virtualizers::virtual_spi::VirtualSpiMasterDevice<nrf52::spi::SPIM>, nrf5x::gpio::GPIOPin, capsules_core::virtualizers::virtual_alarm::VirtualMuxAlarm<nrf5x::rtc::Rtc>>, capsules_extra::sip_hash::SipHasher24, 4096>, [u8; 8]>>>> as kernel::hil::kv::KVClient>::get_complete",./kernel/src/utilities/leasable_buffer.rs,361,/rustc/cbfdf0b014cb04982a9cbeec1578001001167f6e/library/core/src/slice/index.rs,437,./capsules/extra/src/kv_driver.rs,315,annotatable,marked,kernel/src/utilities/leasable_buffer.rs,361,"branch FLUX-* marker at line 368 (Δ=+7, line-shift from inserted annotations)",medium,marker exists at offset; verify visually
0x1f986,slice_end_index_len_fail,slice_end,"<capsules_extra::kv_driver::KVStoreDriver<capsules_extra::virtual_kv::VirtualKVPermissions<capsules_extra::kv_store_permissions::KVStorePermissions<capsules_extra::tickv_kv_store::TicKVKVStore<capsules_extra::tickv::TicKVSystem<capsules_extra::mx25r6435f::MX25R6435F<capsules_core::virtualizers::virtual_spi::VirtualSpiMasterDevice<nrf52::spi::SPIM>, nrf5x::gpio::GPIOPin, capsules_core::virtualizers::virtual_alarm::VirtualMuxAlarm<nrf5x::rtc::Rtc>>, capsules_extra::sip_hash::SipHasher24, 4096>, [u8; 8]>>>> as kernel::hil::kv::KVClient>::get_complete",./kernel/src/utilities/leasable_buffer.rs,361,/rustc/cbfdf0b014cb04982a9cbeec1578001001167f6e/library/core/src/slice/index.rs,437,./capsules/extra/src/kv_driver.rs,315,annotatable,marked,kernel/src/utilities/leasable_buffer.rs,361,"branch FLUX-* marker at line 368 (Δ=+7, line-shift from inserted annotations)",medium,marker exists at offset; verify visually
0x1f99a,panic_fmt,explicit_panic,"<capsules_extra::kv_driver::KVStoreDriver<capsules_extra::virtual_kv::VirtualKVPermissions<capsules_extra::kv_store_permissions::KVStorePermissions<capsules_extra::tickv_kv_store::TicKVKVStore<capsules_extra::tickv::TicKVSystem<capsules_extra::mx25r6435f::MX25R6435F<capsules_core::virtualizers::virtual_spi::VirtualSpiMasterDevice<nrf52::spi::SPIM>, nrf5x::gpio::GPIOPin, capsules_core::virtualizers::virtual_alarm::VirtualMuxAlarm<nrf5x::rtc::Rtc>>, capsules_extra::sip_hash::SipHasher24, 4096>, [u8; 8]>>>> as kernel::hil::kv::KVClient>::get_complete",./kernel/src/grant.rs,1421,./kernel/src/grant.rs,1421,./capsules/extra/src/kv_driver.rs,315,annotatable,marked,kernel/src/grant.rs,1421,branch FLUX-* marker within ±6 lines of effective_frame,high,
0x1fa30,panic_fmt,explicit_panic,"<capsules_extra::kv_driver::KVStoreDriver<capsules_extra::virtual_kv::VirtualKVPermissions<capsules_extra::kv_store_permissions::KVStorePermissions<capsules_extra::tickv_kv_store::TicKVKVStore<capsules_extra::tickv::TicKVSystem<capsules_extra::mx25r6435f::MX25R6435F<capsules_core::virtualizers::virtual_spi::VirtualSpiMasterDevice<nrf52::spi::SPIM>, nrf5x::gpio::GPIOPin, capsules_core::virtualizers::virtual_alarm::VirtualMuxAlarm<nrf5x::rtc::Rtc>>, capsules_extra::sip_hash::SipHasher24, 4096>, [u8; 8]>>>> as kernel::hil::kv::KVClient>::set_complete",./kernel/src/grant.rs,1421,./kernel/src/grant.rs,1421,./capsules/extra/src/kv_driver.rs,378,annotatable,marked,kernel/src/grant.rs,1421,branch FLUX-* marker within ±6 lines of effective_frame,high,
0x1f7f0,panic_fmt,explicit_panic,"<capsules_extra::kv_driver::KVStoreDriver<capsules_extra::virtual_kv::VirtualKVPermissions<capsules_extra::kv_store_permissions::KVStorePermissions<capsules_extra::tickv_kv_store::TicKVKVStore<capsules_extra::tickv::TicKVSystem<capsules_extra::mx25r6435f::MX25R6435F<capsules_core::virtualizers::virtual_spi::VirtualSpiMasterDevice<nrf52::spi::SPIM>, nrf5x::gpio::GPIOPin, capsules_core::virtualizers::virtual_alarm::VirtualMuxAlarm<nrf5x::rtc::Rtc>>, capsules_extra::sip_hash::SipHasher24, 4096>, [u8; 8]>>>> as kernel::hil::kv::KVClient>::add_complete",./kernel/src/grant.rs,1421,./kernel/src/grant.rs,1421,./capsules/extra/src/kv_driver.rs,405,annotatable,marked,kernel/src/grant.rs,1421,branch FLUX-* marker within ±6 lines of effective_frame,high,
0x1fb54,panic_fmt,explicit_panic,"<capsules_extra::kv_driver::KVStoreDriver<capsules_extra::virtual_kv::VirtualKVPermissions<capsules_extra::kv_store_permissions::KVStorePermissions<capsules_extra::tickv_kv_store::TicKVKVStore<capsules_extra::tickv::TicKVSystem<capsules_extra::mx25r6435f::MX25R6435F<capsules_core::virtualizers::virtual_spi::VirtualSpiMasterDevice<nrf52::spi::SPIM>, nrf5x::gpio::GPIOPin, capsules_core::virtualizers::virtual_alarm::VirtualMuxAlarm<nrf5x::rtc::Rtc>>, capsules_extra::sip_hash::SipHasher24, 4096>, [u8; 8]>>>> as kernel::hil::kv::KVClient>::update_complete",./kernel/src/grant.rs,1421,./kernel/src/grant.rs,1421,./capsules/extra/src/kv_driver.rs,432,annotatable,marked,kernel/src/grant.rs,1421,branch FLUX-* marker within ±6 lines of effective_frame,high,
0x1fac6,panic_fmt,explicit_panic,"<capsules_extra::kv_driver::KVStoreDriver<capsules_extra::virtual_kv::VirtualKVPermissions<capsules_extra::kv_store_permissions::KVStorePermissions<capsules_extra::tickv_kv_store::TicKVKVStore<capsules_extra::tickv::TicKVSystem<capsules_extra::mx25r6435f::MX25R6435F<capsules_core::virtualizers::virtual_spi::VirtualSpiMasterDevice<nrf52::spi::SPIM>, nrf5x::gpio::GPIOPin, capsules_core::virtualizers::virtual_alarm::VirtualMuxAlarm<nrf5x::rtc::Rtc>>, capsules_extra::sip_hash::SipHasher24, 4096>, [u8; 8]>>>> as kernel::hil::kv::KVClient>::delete_complete",./kernel/src/grant.rs,1421,./kernel/src/grant.rs,1421,./capsules/extra/src/kv_driver.rs,452,annotatable,marked,kernel/src/grant.rs,1421,branch FLUX-* marker within ±6 lines of effective_frame,high,
