address,sink,flavor,enclosing_fn,ef_file,ef_line,inner_file,inner_line,outer_file,outer_line,bucket,status,final_file,final_line,method,confidence,reason
0x1cff4,unwrap_failed,unwrap_option,"<capsules_extra::tickv::TicKVSystem<capsules_extra::mx25r6435f::MX25R6435F<capsules_core::virtualizers::virtual_spi::VirtualSpiMasterDevice<nrf52::spi::SPIM>, nrf5x::gpio::GPIOPin, capsules_core::virtualizers::virtual_alarm::VirtualMuxAlarm<nrf5x::rtc::Rtc>>, capsules_extra::sip_hash::SipHasher24, 4096> as kernel::hil::flash::Client<capsules_extra::mx25r6435f::MX25R6435F<capsules_core::virtualizers::virtual_spi::VirtualSpiMasterDevice<nrf52::spi::SPIM>, nrf5x::gpio::GPIOPin, capsules_core::virtualizers::virtual_alarm::VirtualMuxAlarm<nrf5x::rtc::Rtc>>>>::read_complete",./capsules/extra/src/tickv.rs,469,/rustc/cbfdf0b014cb04982a9cbeec1578001001167f6e/library/core/src/option.rs,978,./capsules/extra/src/tickv.rs,466,annotatable,marked,capsules/extra/src/tickv.rs,469,branch FLUX-* marker within ±6 lines of effective_frame,high,
0x1d012,unwrap_failed,unwrap_option,"<capsules_extra::tickv::TicKVSystem<capsules_extra::mx25r6435f::MX25R6435F<capsules_core::virtualizers::virtual_spi::VirtualSpiMasterDevice<nrf52::spi::SPIM>, nrf5x::gpio::GPIOPin, capsules_core::virtualizers::virtual_alarm::VirtualMuxAlarm<nrf5x::rtc::Rtc>>, capsules_extra::sip_hash::SipHasher24, 4096> as kernel::hil::flash::Client<capsules_extra::mx25r6435f::MX25R6435F<capsules_core::virtualizers::virtual_spi::VirtualSpiMasterDevice<nrf52::spi::SPIM>, nrf5x::gpio::GPIOPin, capsules_core::virtualizers::virtual_alarm::VirtualMuxAlarm<nrf5x::rtc::Rtc>>>>::read_complete",./capsules/extra/src/tickv.rs,470,/rustc/cbfdf0b014cb04982a9cbeec1578001001167f6e/library/core/src/option.rs,978,./capsules/extra/src/tickv.rs,466,annotatable,marked,capsules/extra/src/tickv.rs,470,branch FLUX-* marker within ±6 lines of effective_frame,high,
0x1cffa,unwrap_failed,unwrap_option,"<capsules_extra::tickv::TicKVSystem<capsules_extra::mx25r6435f::MX25R6435F<capsules_core::virtualizers::virtual_spi::VirtualSpiMasterDevice<nrf52::spi::SPIM>, nrf5x::gpio::GPIOPin, capsules_core::virtualizers::virtual_alarm::VirtualMuxAlarm<nrf5x::rtc::Rtc>>, capsules_extra::sip_hash::SipHasher24, 4096> as kernel::hil::flash::Client<capsules_extra::mx25r6435f::MX25R6435F<capsules_core::virtualizers::virtual_spi::VirtualSpiMasterDevice<nrf52::spi::SPIM>, nrf5x::gpio::GPIOPin, capsules_core::virtualizers::virtual_alarm::VirtualMuxAlarm<nrf5x::rtc::Rtc>>>>::read_complete",./capsules/extra/src/tickv.rs,490,/rustc/cbfdf0b014cb04982a9cbeec1578001001167f6e/library/core/src/option.rs,978,./capsules/extra/src/tickv.rs,487,annotatable,marked,capsules/extra/src/tickv.rs,490,branch FLUX-* marker within ±6 lines of effective_frame,high,
0x1d018,unwrap_failed,unwrap_option,"<capsules_extra::tickv::TicKVSystem<capsules_extra::mx25r6435f::MX25R6435F<capsules_core::virtualizers::virtual_spi::VirtualSpiMasterDevice<nrf52::spi::SPIM>, nrf5x::gpio::GPIOPin, capsules_core::virtualizers::virtual_alarm::VirtualMuxAlarm<nrf5x::rtc::Rtc>>, capsules_extra::sip_hash::SipHasher24, 4096> as kernel::hil::flash::Client<capsules_extra::mx25r6435f::MX25R6435F<capsules_core::virtualizers::virtual_spi::VirtualSpiMasterDevice<nrf52::spi::SPIM>, nrf5x::gpio::GPIOPin, capsules_core::virtualizers::virtual_alarm::VirtualMuxAlarm<nrf5x::rtc::Rtc>>>>::read_complete",./capsules/extra/src/tickv.rs,491,/rustc/cbfdf0b014cb04982a9cbeec1578001001167f6e/library/core/src/option.rs,978,./capsules/extra/src/tickv.rs,487,annotatable,marked,capsules/extra/src/tickv.rs,491,branch FLUX-* marker within ±6 lines of effective_frame,high,
0x1d006,unwrap_failed,unwrap_option,"<capsules_extra::tickv::TicKVSystem<capsules_extra::mx25r6435f::MX25R6435F<capsules_core::virtualizers::virtual_spi::VirtualSpiMasterDevice<nrf52::spi::SPIM>, nrf5x::gpio::GPIOPin, capsules_core::virtualizers::virtual_alarm::VirtualMuxAlarm<nrf5x::rtc::Rtc>>, capsules_extra::sip_hash::SipHasher24, 4096> as kernel::hil::flash::Client<capsules_extra::mx25r6435f::MX25R6435F<capsules_core::virtualizers::virtual_spi::VirtualSpiMasterDevice<nrf52::spi::SPIM>, nrf5x::gpio::GPIOPin, capsules_core::virtualizers::virtual_alarm::VirtualMuxAlarm<nrf5x::rtc::Rtc>>>>::read_complete",./capsules/extra/src/tickv.rs,523,/rustc/cbfdf0b014cb04982a9cbeec1578001001167f6e/library/core/src/option.rs,978,./capsules/extra/src/tickv.rs,520,annotatable,marked,capsules/extra/src/tickv.rs,523,branch FLUX-* marker within ±6 lines of effective_frame,high,
0x1d01e,unwrap_failed,unwrap_option,"<capsules_extra::tickv::TicKVSystem<capsules_extra::mx25r6435f::MX25R6435F<capsules_core::virtualizers::virtual_spi::VirtualSpiMasterDevice<nrf52::spi::SPIM>, nrf5x::gpio::GPIOPin, capsules_core::virtualizers::virtual_alarm::VirtualMuxAlarm<nrf5x::rtc::Rtc>>, capsules_extra::sip_hash::SipHasher24, 4096> as kernel::hil::flash::Client<capsules_extra::mx25r6435f::MX25R6435F<capsules_core::virtualizers::virtual_spi::VirtualSpiMasterDevice<nrf52::spi::SPIM>, nrf5x::gpio::GPIOPin, capsules_core::virtualizers::virtual_alarm::VirtualMuxAlarm<nrf5x::rtc::Rtc>>>>::read_complete",./capsules/extra/src/tickv.rs,524,/rustc/cbfdf0b014cb04982a9cbeec1578001001167f6e/library/core/src/option.rs,978,./capsules/extra/src/tickv.rs,520,annotatable,marked,capsules/extra/src/tickv.rs,524,branch FLUX-* marker within ±6 lines of effective_frame,high,
0x1d000,unwrap_failed,unwrap_option,"<capsules_extra::tickv::TicKVSystem<capsules_extra::mx25r6435f::MX25R6435F<capsules_core::virtualizers::virtual_spi::VirtualSpiMasterDevice<nrf52::spi::SPIM>, nrf5x::gpio::GPIOPin, capsules_core::virtualizers::virtual_alarm::VirtualMuxAlarm<nrf5x::rtc::Rtc>>, capsules_extra::sip_hash::SipHasher24, 4096> as kernel::hil::flash::Client<capsules_extra::mx25r6435f::MX25R6435F<capsules_core::virtualizers::virtual_spi::VirtualSpiMasterDevice<nrf52::spi::SPIM>, nrf5x::gpio::GPIOPin, capsules_core::virtualizers::virtual_alarm::VirtualMuxAlarm<nrf5x::rtc::Rtc>>>>::read_complete",./capsules/extra/src/tickv.rs,552,/rustc/cbfdf0b014cb04982a9cbeec1578001001167f6e/library/core/src/option.rs,978,./capsules/extra/src/tickv.rs,549,annotatable,marked,capsules/extra/src/tickv.rs,552,branch FLUX-* marker within ±6 lines of effective_frame,high,
0x1cfee,panic,explicit_panic,"<capsules_extra::tickv::TicKVSystem<capsules_extra::mx25r6435f::MX25R6435F<capsules_core::virtualizers::virtual_spi::VirtualSpiMasterDevice<nrf52::spi::SPIM>, nrf5x::gpio::GPIOPin, capsules_core::virtualizers::virtual_alarm::VirtualMuxAlarm<nrf5x::rtc::Rtc>>, capsules_extra::sip_hash::SipHasher24, 4096> as kernel::hil::flash::Client<capsules_extra::mx25r6435f::MX25R6435F<capsules_core::virtualizers::virtual_spi::VirtualSpiMasterDevice<nrf52::spi::SPIM>, nrf5x::gpio::GPIOPin, capsules_core::virtualizers::virtual_alarm::VirtualMuxAlarm<nrf5x::rtc::Rtc>>>>::read_complete",./capsules/extra/src/tickv.rs,567,./capsules/extra/src/tickv.rs,567,./capsules/extra/src/tickv.rs,567,annotatable,marked,capsules/extra/src/tickv.rs,567,no FLUX-* marker found in file within reasonable window,medium,needs new marker
0x1d100,unwrap_failed,unwrap_option,"<capsules_extra::tickv::TicKVSystem<capsules_extra::mx25r6435f::MX25R6435F<capsules_core::virtualizers::virtual_spi::VirtualSpiMasterDevice<nrf52::spi::SPIM>, nrf5x::gpio::GPIOPin, capsules_core::virtualizers::virtual_alarm::VirtualMuxAlarm<nrf5x::rtc::Rtc>>, capsules_extra::sip_hash::SipHasher24, 4096> as kernel::hil::flash::Client<capsules_extra::mx25r6435f::MX25R6435F<capsules_core::virtualizers::virtual_spi::VirtualSpiMasterDevice<nrf52::spi::SPIM>, nrf5x::gpio::GPIOPin, capsules_core::virtualizers::virtual_alarm::VirtualMuxAlarm<nrf5x::rtc::Rtc>>>>::write_complete",./capsules/extra/src/tickv.rs,587,/rustc/cbfdf0b014cb04982a9cbeec1578001001167f6e/library/core/src/option.rs,978,./capsules/extra/src/tickv.rs,584,annotatable,marked,capsules/extra/src/tickv.rs,587,branch FLUX-* marker within ±6 lines of effective_frame,high,
0x1d10c,unwrap_failed,unwrap_option,"<capsules_extra::tickv::TicKVSystem<capsules_extra::mx25r6435f::MX25R6435F<capsules_core::virtualizers::virtual_spi::VirtualSpiMasterDevice<nrf52::spi::SPIM>, nrf5x::gpio::GPIOPin, capsules_core::virtualizers::virtual_alarm::VirtualMuxAlarm<nrf5x::rtc::Rtc>>, capsules_extra::sip_hash::SipHasher24, 4096> as kernel::hil::flash::Client<capsules_extra::mx25r6435f::MX25R6435F<capsules_core::virtualizers::virtual_spi::VirtualSpiMasterDevice<nrf52::spi::SPIM>, nrf5x::gpio::GPIOPin, capsules_core::virtualizers::virtual_alarm::VirtualMuxAlarm<nrf5x::rtc::Rtc>>>>::write_complete",./capsules/extra/src/tickv.rs,588,/rustc/cbfdf0b014cb04982a9cbeec1578001001167f6e/library/core/src/option.rs,978,./capsules/extra/src/tickv.rs,584,annotatable,marked,capsules/extra/src/tickv.rs,588,branch FLUX-* marker within ±6 lines of effective_frame,high,
0x1d106,unwrap_failed,unwrap_option,"<capsules_extra::tickv::TicKVSystem<capsules_extra::mx25r6435f::MX25R6435F<capsules_core::virtualizers::virtual_spi::VirtualSpiMasterDevice<nrf52::spi::SPIM>, nrf5x::gpio::GPIOPin, capsules_core::virtualizers::virtual_alarm::VirtualMuxAlarm<nrf5x::rtc::Rtc>>, capsules_extra::sip_hash::SipHasher24, 4096> as kernel::hil::flash::Client<capsules_extra::mx25r6435f::MX25R6435F<capsules_core::virtualizers::virtual_spi::VirtualSpiMasterDevice<nrf52::spi::SPIM>, nrf5x::gpio::GPIOPin, capsules_core::virtualizers::virtual_alarm::VirtualMuxAlarm<nrf5x::rtc::Rtc>>>>::write_complete",./capsules/extra/src/tickv.rs,595,/rustc/cbfdf0b014cb04982a9cbeec1578001001167f6e/library/core/src/option.rs,978,./capsules/extra/src/tickv.rs,594,annotatable,marked,capsules/extra/src/tickv.rs,595,no FLUX-* marker found in file within reasonable window,medium,needs new marker
0x1d0fa,panic,explicit_panic,"<capsules_extra::tickv::TicKVSystem<capsules_extra::mx25r6435f::MX25R6435F<capsules_core::virtualizers::virtual_spi::VirtualSpiMasterDevice<nrf52::spi::SPIM>, nrf5x::gpio::GPIOPin, capsules_core::virtualizers::virtual_alarm::VirtualMuxAlarm<nrf5x::rtc::Rtc>>, capsules_extra::sip_hash::SipHasher24, 4096> as kernel::hil::flash::Client<capsules_extra::mx25r6435f::MX25R6435F<capsules_core::virtualizers::virtual_spi::VirtualSpiMasterDevice<nrf52::spi::SPIM>, nrf5x::gpio::GPIOPin, capsules_core::virtualizers::virtual_alarm::VirtualMuxAlarm<nrf5x::rtc::Rtc>>>>::write_complete",./capsules/extra/src/tickv.rs,598,./capsules/extra/src/tickv.rs,598,./capsules/extra/src/tickv.rs,598,annotatable,marked,capsules/extra/src/tickv.rs,598,"branch FLUX-* marker at line 605 (Δ=+7, line-shift from inserted annotations)",medium,marker exists at offset; verify visually
0x1d1b4,panic,explicit_panic,"<capsules_extra::tickv::TicKVSystem<capsules_extra::mx25r6435f::MX25R6435F<capsules_core::virtualizers::virtual_spi::VirtualSpiMasterDevice<nrf52::spi::SPIM>, nrf5x::gpio::GPIOPin, capsules_core::virtualizers::virtual_alarm::VirtualMuxAlarm<nrf5x::rtc::Rtc>>, capsules_extra::sip_hash::SipHasher24, 4096> as kernel::hil::flash::Client<capsules_extra::mx25r6435f::MX25R6435F<capsules_core::virtualizers::virtual_spi::VirtualSpiMasterDevice<nrf52::spi::SPIM>, nrf5x::gpio::GPIOPin, capsules_core::virtualizers::virtual_alarm::VirtualMuxAlarm<nrf5x::rtc::Rtc>>>>::erase_complete",./capsules/extra/src/tickv.rs,634,./capsules/extra/src/tickv.rs,634,./capsules/extra/src/tickv.rs,634,annotatable,marked,capsules/extra/src/tickv.rs,634,branch FLUX-* marker within ±6 lines of effective_frame,high,
0x145a8,unwrap_failed,unwrap_option,"<capsules_extra::virtual_kv::VirtualKVPermissions<capsules_extra::kv_store_permissions::KVStorePermissions<capsules_extra::tickv_kv_store::TicKVKVStore<capsules_extra::tickv::TicKVSystem<capsules_extra::mx25r6435f::MX25R6435F<capsules_core::virtualizers::virtual_spi::VirtualSpiMasterDevice<nrf52::spi::SPIM>, nrf5x::gpio::GPIOPin, capsules_core::virtualizers::virtual_alarm::VirtualMuxAlarm<nrf5x::rtc::Rtc>>, capsules_extra::sip_hash::SipHasher24, 4096>, [u8; 8]>>>>::insert",./capsules/extra/src/virtual_kv.rs,125,/rustc/cbfdf0b014cb04982a9cbeec1578001001167f6e/library/core/src/option.rs,978,./capsules/extra/src/virtual_kv.rs,123,annotatable,marked,capsules/extra/src/virtual_kv.rs,125,branch FLUX-* marker within ±6 lines of effective_frame,high,
0x145ae,unwrap_failed,unwrap_option,"<capsules_extra::virtual_kv::VirtualKVPermissions<capsules_extra::kv_store_permissions::KVStorePermissions<capsules_extra::tickv_kv_store::TicKVKVStore<capsules_extra::tickv::TicKVSystem<capsules_extra::mx25r6435f::MX25R6435F<capsules_core::virtualizers::virtual_spi::VirtualSpiMasterDevice<nrf52::spi::SPIM>, nrf5x::gpio::GPIOPin, capsules_core::virtualizers::virtual_alarm::VirtualMuxAlarm<nrf5x::rtc::Rtc>>, capsules_extra::sip_hash::SipHasher24, 4096>, [u8; 8]>>>>::insert",./capsules/extra/src/virtual_kv.rs,125,/rustc/cbfdf0b014cb04982a9cbeec1578001001167f6e/library/core/src/option.rs,978,./capsules/extra/src/virtual_kv.rs,123,annotatable,marked,capsules/extra/src/virtual_kv.rs,125,branch FLUX-* marker within ±6 lines of effective_frame,high,
0x1412a,panic_bounds_check,bounds,"<capsules_extra::ble_advertising_driver::App>::send_advertisement::<nrf52::ble_radio::Radio, capsules_core::virtualizers::virtual_alarm::VirtualMuxAlarm<nrf5x::rtc::Rtc>>",./chips/nrf52/src/ble_radio.rs,689,./chips/nrf52/src/ble_radio.rs,689,./capsules/extra/src/ble_advertising_driver.rs,262,annotatable,marked,chips/nrf52/src/ble_radio.rs,689,branch FLUX-* marker within ±6 lines of effective_frame,high,
0x11804,panic_const::panic_const_div_by_zero,div_by_zero,<nrf52::adc::Adc as kernel::hil::adc::AdcHighSpeed>::sample_highspeed,./chips/nrf52/src/adc.rs,562,./chips/nrf52/src/adc.rs,562,./chips/nrf52/src/adc.rs,671,annotatable,marked,chips/nrf52/src/adc.rs,562,branch FLUX-* marker within ±6 lines of effective_frame,high,
0x1197e,unwrap_failed,unwrap_option,<nrf52::ble_radio::Radio>::handle_interrupt,./chips/nrf52/src/ble_radio.rs,636,/rustc/cbfdf0b014cb04982a9cbeec1578001001167f6e/library/core/src/option.rs,978,./chips/nrf52/src/ble_radio.rs,635,annotatable,marked,chips/nrf52/src/ble_radio.rs,636,branch FLUX-* marker within ±6 lines of effective_frame,high,
0x1152e,panic_fmt,explicit_panic,<nrf52::usbd::Usbd>::set_pending_dma,./chips/nrf52/src/usbd.rs,56,./chips/nrf52/src/usbd.rs,56,./chips/nrf52/src/usbd.rs,56,annotatable,outstanding,chips/nrf52/src/usbd.rs,56,no FLUX-* marker found in file within reasonable window,high,needs new marker
0x12350,panic_fmt,explicit_panic,<nrf52::usbd::EndpointState>::ctrl_state,./chips/nrf52/src/usbd.rs,638,./chips/nrf52/src/usbd.rs,638,./chips/nrf52/src/usbd.rs,638,annotatable,marked,chips/nrf52/src/usbd.rs,638,branch FLUX-* marker within ±6 lines of effective_frame,high,
0x113a8,panic_fmt,explicit_panic,<nrf52::usbd::EndpointState>::bulk_state,./chips/nrf52/src/usbd.rs,647,./chips/nrf52/src/usbd.rs,647,./chips/nrf52/src/usbd.rs,647,annotatable,marked,chips/nrf52/src/usbd.rs,647,branch FLUX-* marker within ±6 lines of effective_frame,high,
0x11644,panic_fmt,explicit_panic,<nrf52::usbd::Usbd>::transmit_in_ep0,./chips/nrf52/src/usbd.rs,56,./chips/nrf52/src/usbd.rs,56,./chips/nrf52/src/usbd.rs,1775,annotatable,outstanding,chips/nrf52/src/usbd.rs,56,no FLUX-* marker found in file within reasonable window,high,needs new marker
0x113f0,<tock_cells::optional_cell::OptionalCell<&[tock_cells::volatile_cell::VolatileCell<u8>]>>::unwrap_or_panic,optional_cell_unwrap,<nrf52::usbd::Usbd>::start_dma_in,./chips/nrf52/src/usbd.rs,1875,./chips/nrf52/src/usbd.rs,1875,./chips/nrf52/src/usbd.rs,1875,annotatable,marked,chips/nrf52/src/usbd.rs,1875,branch FLUX-* marker within ±6 lines of effective_frame,medium,
0x113fe,<tock_cells::optional_cell::OptionalCell<&[tock_cells::volatile_cell::VolatileCell<u8>]>>::unwrap_or_panic,optional_cell_unwrap,<nrf52::usbd::Usbd>::start_dma_in,./chips/nrf52/src/usbd.rs,1897,./chips/nrf52/src/usbd.rs,1897,./chips/nrf52/src/usbd.rs,1876,annotatable,marked,chips/nrf52/src/usbd.rs,1897,branch FLUX-* marker within ±6 lines of effective_frame,medium,
0x11480,panic_fmt,explicit_panic,<nrf52::usbd::Usbd>::start_dma_in,./chips/nrf52/src/usbd.rs,1899,./chips/nrf52/src/usbd.rs,1899,./chips/nrf52/src/usbd.rs,1876,annotatable,marked,chips/nrf52/src/usbd.rs,1899,branch FLUX-* marker within ±6 lines of effective_frame,high,
0x1145e,slice_end_index_len_fail,slice_end,<nrf52::usbd::Usbd>::start_dma_in,./chips/nrf52/src/usbd.rs,1880,/rustc/cbfdf0b014cb04982a9cbeec1578001001167f6e/library/core/src/slice/index.rs,437,./chips/nrf52/src/usbd.rs,1880,annotatable,marked,chips/nrf52/src/usbd.rs,1880,branch FLUX-* marker within ±6 lines of effective_frame,high,
0x123b4,<tock_cells::optional_cell::OptionalCell<&[tock_cells::volatile_cell::VolatileCell<u8>]>>::unwrap_or_panic,optional_cell_unwrap,<nrf52::usbd::Usbd>::start_dma_out,./chips/nrf52/src/usbd.rs,1886,./chips/nrf52/src/usbd.rs,1886,./chips/nrf52/src/usbd.rs,1886,annotatable,marked,chips/nrf52/src/usbd.rs,1886,no FLUX-* marker found in file within reasonable window,high,needs new marker
0x12326,panic,explicit_panic,nrf52::usbd::inter_endepin,./chips/nrf52/src/usbd.rs,2163,./chips/nrf52/src/usbd.rs,2163,./chips/nrf52/src/usbd.rs,2163,annotatable,outstanding,chips/nrf52/src/usbd.rs,2163,no FLUX-* marker found in file within reasonable window,high,needs new marker
0x12306,panic,explicit_panic,nrf52::usbd::inter_endepout,./chips/nrf52/src/usbd.rs,2177,./chips/nrf52/src/usbd.rs,2177,./chips/nrf52/src/usbd.rs,2177,annotatable,marked,chips/nrf52/src/usbd.rs,2177,"branch FLUX-* marker at line 2199 (Δ=+22, line-shift from inserted annotations)",medium,marker exists at offset; verify visually
0x114fc,panic_bounds_check,bounds,nrf52::usbd::packet_to_hex,./chips/nrf52/src/usbd.rs,2193,./chips/nrf52/src/usbd.rs,2193,./chips/nrf52/src/usbd.rs,2193,annotatable,marked,chips/nrf52/src/usbd.rs,2193,branch FLUX-* marker within ±6 lines of effective_frame,medium,
0x128f4,unwrap_failed,unwrap_option,<nrf52840::ieee802154_radio::Radio>::handle_interrupt,./chips/nrf52840/src/ieee802154_radio.rs,838,/rustc/cbfdf0b014cb04982a9cbeec1578001001167f6e/library/core/src/option.rs,978,./chips/nrf52840/src/ieee802154_radio.rs,838,annotatable,marked,chips/nrf52840/src/ieee802154_radio.rs,838,branch FLUX-* marker within ±6 lines of effective_frame,high,
0x12912,unwrap_failed,unwrap_option,<nrf52840::ieee802154_radio::Radio>::handle_interrupt,./chips/nrf52840/src/ieee802154_radio.rs,910,/rustc/cbfdf0b014cb04982a9cbeec1578001001167f6e/library/core/src/option.rs,978,./chips/nrf52840/src/ieee802154_radio.rs,871,annotatable,marked,chips/nrf52840/src/ieee802154_radio.rs,910,branch FLUX-* marker within ±6 lines of effective_frame,high,
0x1295a,panic_bounds_check,bounds,<nrf52840::ieee802154_radio::Radio>::handle_interrupt,./chips/nrf52840/src/ieee802154_radio.rs,887,./chips/nrf52840/src/ieee802154_radio.rs,887,./chips/nrf52840/src/ieee802154_radio.rs,871,annotatable,marked,chips/nrf52840/src/ieee802154_radio.rs,887,branch FLUX-* marker within ±6 lines of effective_frame,high,
0x12710,<tock_cells::optional_cell::OptionalCell<&nrf5x::timer::TimerAlarm>>::unwrap_or_panic,optional_cell_unwrap,<nrf52840::ieee802154_radio::Radio>::handle_interrupt,./chips/nrf52840/src/ieee802154_radio.rs,970,./chips/nrf52840/src/ieee802154_radio.rs,970,./chips/nrf52840/src/ieee802154_radio.rs,970,annotatable,marked,chips/nrf52840/src/ieee802154_radio.rs,970,"branch FLUX-* marker at line 978 (Δ=+8, line-shift from inserted annotations)",medium,marker exists at offset; verify visually
0x12724,<tock_cells::optional_cell::OptionalCell<&nrf5x::timer::TimerAlarm>>::unwrap_or_panic,optional_cell_unwrap,<nrf52840::ieee802154_radio::Radio>::handle_interrupt,./chips/nrf52840/src/ieee802154_radio.rs,971,./chips/nrf52840/src/ieee802154_radio.rs,971,./chips/nrf52840/src/ieee802154_radio.rs,971,annotatable,marked,chips/nrf52840/src/ieee802154_radio.rs,971,"branch FLUX-* marker at line 978 (Δ=+7, line-shift from inserted annotations)",medium,marker exists at offset; verify visually
0x1290c,unwrap_failed,unwrap_option,<nrf52840::ieee802154_radio::Radio>::handle_interrupt,./chips/nrf52840/src/ieee802154_radio.rs,989,/rustc/cbfdf0b014cb04982a9cbeec1578001001167f6e/library/core/src/option.rs,978,./chips/nrf52840/src/ieee802154_radio.rs,985,annotatable,marked,chips/nrf52840/src/ieee802154_radio.rs,989,no FLUX-* marker found in file within reasonable window,medium,needs new marker
0x12900,unwrap_failed,unwrap_option,<nrf52840::ieee802154_radio::Radio>::handle_interrupt,./chips/nrf52840/src/ieee802154_radio.rs,1007,/rustc/cbfdf0b014cb04982a9cbeec1578001001167f6e/library/core/src/option.rs,978,./chips/nrf52840/src/ieee802154_radio.rs,1004,annotatable,marked,chips/nrf52840/src/ieee802154_radio.rs,1007,branch FLUX-* marker within ±6 lines of effective_frame,high,
0x128fa,unwrap_failed,unwrap_option,<nrf52840::ieee802154_radio::Radio>::handle_interrupt,./chips/nrf52840/src/ieee802154_radio.rs,1030,/rustc/cbfdf0b014cb04982a9cbeec1578001001167f6e/library/core/src/option.rs,978,./chips/nrf52840/src/ieee802154_radio.rs,1030,annotatable,marked,chips/nrf52840/src/ieee802154_radio.rs,1030,no FLUX-* marker found in file within reasonable window,medium,needs new marker
0x12906,unwrap_failed,unwrap_option,<nrf52840::ieee802154_radio::Radio>::handle_interrupt,./chips/nrf52840/src/ieee802154_radio.rs,1044,/rustc/cbfdf0b014cb04982a9cbeec1578001001167f6e/library/core/src/option.rs,978,./chips/nrf52840/src/ieee802154_radio.rs,1039,annotatable,marked,chips/nrf52840/src/ieee802154_radio.rs,1044,branch FLUX-* marker within ±6 lines of effective_frame,high,
0x1293c,panic_bounds_check,bounds,<nrf52840::ieee802154_radio::Radio>::handle_interrupt,./chips/nrf52840/src/ieee802154_radio.rs,1050,./chips/nrf52840/src/ieee802154_radio.rs,1050,./chips/nrf52840/src/ieee802154_radio.rs,1039,annotatable,marked,chips/nrf52840/src/ieee802154_radio.rs,1050,branch FLUX-* marker within ±6 lines of effective_frame,high,
0x128ee,unwrap_failed,unwrap_option,<nrf52840::ieee802154_radio::Radio>::handle_interrupt,./chips/nrf52840/src/ieee802154_radio.rs,759,/rustc/cbfdf0b014cb04982a9cbeec1578001001167f6e/library/core/src/option.rs,978,./chips/nrf52840/src/ieee802154_radio.rs,1069,annotatable,marked,chips/nrf52840/src/ieee802154_radio.rs,759,branch FLUX-* marker within ±6 lines of effective_frame,high,
0x21da6,panic_bounds_check,bounds,<nrf5x::aes::AesECB>::crypt,./chips/nrf5x/src/aes.rs,264,./chips/nrf5x/src/aes.rs,264,./chips/nrf5x/src/aes.rs,,annotatable,marked,chips/nrf5x/src/aes.rs,264,branch FLUX-* marker within ±6 lines of effective_frame,high,
0x21dac,panic_bounds_check,bounds,<nrf5x::aes::AesECB>::crypt,./chips/nrf5x/src/aes.rs,290,./chips/nrf5x/src/aes.rs,290,./chips/nrf5x/src/aes.rs,,annotatable,marked,chips/nrf5x/src/aes.rs,290,branch FLUX-* marker within ±6 lines of effective_frame,high,
0x21dbc,panic_bounds_check,bounds,<nrf5x::aes::AesECB>::crypt,./chips/nrf5x/src/aes.rs,,./chips/nrf5x/src/aes.rs,,./chips/nrf5x/src/aes.rs,,no_line,recovered-no-line,chips/nrf5x/src/aes.rs,480,flux-flavor regex search inside enclosing fn body,medium,"6 candidates: [480, 481, 486, 487, 553, 560]"
0x21dc2,panic_bounds_check,bounds,<nrf5x::aes::AesECB>::crypt,./chips/nrf5x/src/aes.rs,255,./chips/nrf5x/src/aes.rs,255,./chips/nrf5x/src/aes.rs,,annotatable,marked,chips/nrf5x/src/aes.rs,255,branch FLUX-* marker within ±6 lines of effective_frame,high,
0x21dc8,panic_bounds_check,bounds,<nrf5x::aes::AesECB>::crypt,./chips/nrf5x/src/aes.rs,280,./chips/nrf5x/src/aes.rs,280,./chips/nrf5x/src/aes.rs,,annotatable,marked,chips/nrf5x/src/aes.rs,280,branch FLUX-* marker within ±6 lines of effective_frame,high,
0x21e9a,unwrap_failed,unwrap_option,<nrf5x::aes::AesECB as kernel::hil::symmetric_encryption::AES128>::crypt,./chips/nrf5x/src/aes.rs,498,/rustc/cbfdf0b014cb04982a9cbeec1578001001167f6e/library/core/src/option.rs,978,./chips/nrf5x/src/aes.rs,498,annotatable,marked,chips/nrf5x/src/aes.rs,498,"branch FLUX-* marker at line 511 (Δ=+13, line-shift from inserted annotations)",medium,marker exists at offset; verify visually
0x22088,panic_fmt,explicit_panic,<nrf5x::pinmux::Pinmux>::new,./chips/nrf5x/src/pinmux.rs,40,./chips/nrf5x/src/pinmux.rs,40,./chips/nrf5x/src/pinmux.rs,40,annotatable,marked,chips/nrf5x/src/pinmux.rs,40,branch FLUX-* marker within ±6 lines of effective_frame,high,
0xf7a,<tock_cells::optional_cell::OptionalCell<&[tock_cells::volatile_cell::VolatileCell<u8>]>>::unwrap_or_panic,optional_cell_unwrap,"<kernel::kernel::Kernel>::kernel_loop::<nrf52840dk::Platform, nrf52::chip::NRF52<nrf52840::interrupt_service::Nrf52840DefaultPeripherals>, 8>",./chips/nrf52/src/usbd.rs,1912,./chips/nrf52/src/usbd.rs,1912,./kernel/src/kernel.rs,441,annotatable,marked,chips/nrf52/src/usbd.rs,1912,branch FLUX-* marker within ±6 lines of effective_frame,high,
